title,category,description,img_url,artist,art_theme,art_format
LOW-ANGLE PHOTOGRAPHY OF CONCRETE PAVEMENT,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1527406812383-81cd5588d1d6?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MXx3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&w=400&q=80,Ricardo Gomez Angel,city,portait
ROOF,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1567686277431-b61208c5e16a?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8Nnx3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,iam_os,architecture,lanscape
PAINTING OF STAIRS WITH WHITE WOODEN FRAME,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1448318440207-ef1893eb8ac0?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8OXx3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Todd Quackenbush,architecture,lanscape
WHITE AND RED METAL FRAME,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1484626753559-5fa3ea273ae8?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTJ8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Denys Nevozhai,architecture,lanscape
WHITE AND BROWN BUILDING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1517352473989-d990d88faac4?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTV8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Daniel Fazio,architecture,lanscape
GRAY HALLWAY,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1480399129128-2066acb5009e?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTh8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Matthew Hamilton,architecture,lanscape
BROWN CONCRETE PILLAR DURING DAYTIME,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1606509012943-062d88e86cc2?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8Mnx3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&w=400&q=80,Tamara Bitter,architecture,lanscape
RED AND WHITE PAGODA,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1533941045276-1babf2781d0b?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NHx3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&w=400&q=80,Stacey Gabrielle Koenitz Rozells,architecture,lanscape
WHITE CLOUDS IN BLUE SKY OVER GOLD-COLORED METAL STRUCTURE,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1546936676-ae320e2eebb3?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8OHx3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Lorenzo Moschi,architecture,lanscape
RED TILES ILLUSTRATION,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1482872376051-5ce74ebf0908?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTB8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Ricardo Gomez Angel,architecture,lanscape
BROWN WOODEN DOCK OVER BLUE WATER,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1597910038072-88d7f0a60a3d?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTN8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Sam Moqadam,architecture,lanscape
BLACK STEEL AIR VENT COVER,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1549890299-4ced92a8a11a?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTZ8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Henry & Co.,architecture,lanscape
GOLD AND SILVER PENDANT LAMP,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1622228262959-8cead91ed5c2?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8M3x3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Raimond Klavins,architecture,lanscape
WHITE CONCRETE BUILDING WITH CHAIRS,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1506345285442-8e9a3a298cdd?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NXx3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Joel Filipe,architecture,lanscape
BROWN SPIRAL STAIRCASE WITH WHITE METAL RAILINGS,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1584247791865-0723a4c4b35a?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8N3x3VVlpLXdKelktWXx8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Tandem X Visuals,architecture,lanscape
LOW ANGLE PHOTO OF BUILDING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1533640750342-723c1a4912e2?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTF8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Fernando Meloni,architecture,lanscape
BEIDE AND BLUE,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1576473386973-8842b0f3cdd4?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTR8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Bilal O.,architecture,lanscape
WHITE LADDERS,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1496283284170-5d0a178f1180?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTd8d1VZaS13SnpZLVl8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Ryan Tang,architecture,lanscape
WOMAN WITH SUGAR SKULL MAKEUP,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1521610142770-4f09a2cdb252?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MXxrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&w=400&q=80,tony hernandez,people,lanscape
WOMEN'S BLUE AND WHITE FLORAL SURPLICE NECKLINE CAMISOLE,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1534385675048-b283e5848418?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NHxrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&w=400&q=80,DESIGNECOLOGIST,people,lanscape
MAN IN BLUE AND WHITE STRIPED LONG SLEEVE SHIRT AND BLACK PANTS RIDING SKATEBOARD DURING DAYTIME,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1616360599249-c87cd5bd9f3f?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8OXxrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Maksym Tymchyk,people,lanscape
TWO MAN IN BLUE SHIRTS,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1555101863-4af4500fbc08?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTJ8a1k0c2RuektUZWd8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Lucas Sankey,people,lanscape
MAN AND WOMAN PAINTING WALL,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1511822148790-e7b58ba14c72?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MnxrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&w=400&q=80,NeONBRAND,people,lanscape
SILHOUETTE OF PEOPLE,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1504976640860-42dcbf3a56da?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NnxrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Tom Barrett,people,lanscape
MAN IN WHITE DRESS SHIRT SITTING ON CHAIR,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1616069545889-2898b8d97e28?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8OHxrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,P.Y. L.,people,lanscape
PEOPLE STANDING ON STREET DURING DAYTIME,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1598214180222-8260d7ec7fe9?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTF8a1k0c2RuektUZWd8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Scott Evans,people,lanscape
MAN WEARING BLACK PULLOVER HOODIE,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1523307704902-3eabfe6f1402?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8M3xrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&w=400&q=80,Kamil Feczko,people,lanscape
WOMAN IN WATER,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1533143217966-d0134c5e461e?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NXxrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Olga Bast,people,lanscape
GROUP OF PEOPLE DANCING PHOTO,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1533106958148-daaeab8b83fe?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8N3xrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Ahmad Odeh,people,lanscape
2 WOMEN IN BLACK COAT STANDING IN FRONT OF GLASS WALL,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1585790812444-fdb3edec78cc?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTB8a1k0c2RuektUZWd8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Flaunter,people,lanscape
WOMAN WITH SUGAR SKULL MAKEUP,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1521610142770-4f09a2cdb252?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MXxrWTRzZG56S1RlZ3x8ZW58MHx8fHw%3D&w=400&q=80,tony hernandez,people,lanscape
MAN IN BLACK JACKET AND BLUE DENIM JEANS STANDING ON GREEN AND GRAY ROUND POOL,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1590477330477-9d4d4fe65316?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MXxlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&w=400&q=80,Eric Christian King,illustration,portait
WOMAN IN BLUE AND RED FLORAL SHIRT,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1581300741129-49680ba5ecc6?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NnxlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Jon Tyson,illustration,portait
MULTICOLORED GRAFFITI ART,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1566808862516-196514d1bf1c?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8OHxlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Marjan Blan,illustration,portait
ASSORTED-COLOR FLOWER ILLUSTRATIONS,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1574087274792-b82d8d1e7094?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTF8ZVBGUU5WOTJfVGd8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,British Library,illustration,portait
MAN IN BLACK HAT PAINTING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1591695063029-a1972e05e631?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MnxlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&w=400&q=80,BP Miller,illustration,portait
WOMAN IN BLUE YELLOW AND RED FLORAL DRESS PAINTING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1617503752587-97d2103a96ea?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NHxlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&w=400&q=80,Philipp Potocnik,illustration,portait
WHITE BLUE AND PINK CANVAS PAINTING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1551210414-d80dca9d11e1?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8N3xlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Yannis H,illustration,portait
WHITE AND BROWN BIRD ILLUSTRATION,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1584448098255-234156529929?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTB8ZVBGUU5WOTJfVGd8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,McGill Library,illustration,portait
WOMAN IN BLACK AND BROWN COAT PAINTING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1582201957622-3bb35d578ffe?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8M3xlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&w=400&q=80,Birmingham Museums Trust,illustration,portait
MULTICOLORED PEOPLE PAINTING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1533560121291-cf992e8d8303?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NXxlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Andriyko Podilnyk,illustration,portait
WOMAN IN BLACK AND WHITE FLORAL ROBE SITTING ON BROWN WOODEN BENCH,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1584448097639-99cf648e8def?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8OXxlUEZRTlY5Ml9UZ3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,McGill Library,illustration,portait
GREEN WHITE AND PURPLE ABSTRACT PAINTING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1615749190340-34c7c3b16784?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MXxiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&w=400&q=80,Pawel Czerwinski,abstract,portait
MULTICOLORED ABSTRACT PAINTING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1541580621-39f717ce77cd?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NnxiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Annie Spratt,abstract,portait
YELLOW CAB,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1505356822725-08ad25f3ffe4?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8OXxiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Scott Rodgerson,abstract,portait
ORANGE AND BROWN SPIRAL STAIRCASE,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1534939452-77f9f61d782e?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MnxiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&w=400&q=80,Nicola Ricca,abstract,portait
RED AND BLUE,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1527769929977-c341ee9f2033?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NHxiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&w=400&q=80,Andrej Lišakov,abstract,portait
METALS,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1535083252457-6080fe29be45?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8OHxiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Vinicius amnx Amano,abstract,portait
MULTICOLORED HALLWAY,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1500462918059-b1a0cb512f1d?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTF8YlJVMnJqSUVrQ3d8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Efe Kurnaz,abstract,portait
ORANGE BLUE AND WHITE ARTWORK,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1552250575-e508473b090f?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8M3xiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&w=400&q=80,Josep Martins,abstract,portait
BLUE ORANGE AND GRAY ABSTRACT ART,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1544733422-251e532ca221?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8NXxiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Steve Johnson,abstract,portait
BIRD'S EYE VIEW OF MAZE GARDEN,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1514621166532-aa7eb1a3a2f4?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8N3xiUlUycmpJRWtDd3x8ZW58MHx8fHw%3D&ixlib=rb-1.2.1&w=400&q=80,Jason Leung,abstract,portait
MULTICOLORED ABSTRACT PAINTING,photography,In this craft or sullen art exercised in the still night when only the moon rages and the lovers lie abed artists create singing light not for ambition or bread but from their most secret heart for the lovers of art.,https://images.unsplash.com/photo-1484589065579-248aad0d8b13?ixid=MnwxMjA3fDB8MHxjb2xsZWN0aW9uLXBhZ2V8MTB8YlJVMnJqSUVrQ3d8fGVufDB8fHx8&ixlib=rb-1.2.1&w=400&q=80,Joel Filipe,abstract,portait
